Complaint_ID,Consumer_complaint_narrative,Narrative_Length,Chunks
2430763,I have several inquiries on my TransUnion report that I did not authorize. I have disputed these several times and called and asked for them to be removed and they wo nt remove them. This are damaging to my credit.,214,['I have several inquiries on my TransUnion report that I did not authorize. I have disputed these several times and called and asked for them to be removed and they wo nt remove them. This are damaging to my credit.']
2331843,I was checking my credit score and had seen that there was an unknown debt on my credit score report.,101,['I was checking my credit score and had seen that there was an unknown debt on my credit score report.']
2372272,I have a public record judgement on my Equifax report. It was paid and should be removed. The other XXXX bureaus have already removed it.,137,['I have a public record judgement on my Equifax report. It was paid and should be removed. The other XXXX bureaus have already removed it.']
2328398,"Amount charged to my credit card was greater than the posted amount for parking. I contacted the merchant twice, I did not hear back. I contacted Chase on XXXX, and they refused to credit my account.",199,"['Amount charged to my credit card was greater than the posted amount for parking. I contacted the merchant twice, I did not hear back. I contacted Chase on XXXX, and they refused to credit my account.']"
2419429,Thought I was talking to my cousin and he was telling me about getting grant So I did it and they needed some funds for shipping and clearance,142,['Thought I was talking to my cousin and he was telling me about getting grant So I did it and they needed some funds for shipping and clearance']
2375959,"This company said they would remove the false account from my credit report,,, they did not do it",97,"['This company said they would remove the false account from my credit report,,, they did not do it']"
2282568,An account with  Speedy Cash  was opened in my name for 300.00. I did not open this account. I reported fraudulent activity to my bank when noticing money deducted from my account. Third party now put me in collections although it was identity theft.,250,['An account with  Speedy Cash  was opened in my name for 300.00. I did not open this account. I reported fraudulent activity to my bank when noticing money deducted from my account. Third party now put me in collections although it was identity theft.']
2281092,the refuse to continue to investigate my dispute. I have requested them to provide me with the individual who validated or denied my request along with evidence to support my dispute. I have attached a copy of the last letter I sent with todays date on it.,256,['the refuse to continue to investigate my dispute. I have requested them to provide me with the individual who validated or denied my request along with evidence to support my dispute. I have attached a copy of the last letter I sent with todays date on it.']
2369713,I sent a certified letter to TransUnion asking to validate the debt from my student loan. They have yet to respond to my request electronically or by mail.,155,['I sent a certified letter to TransUnion asking to validate the debt from my student loan. They have yet to respond to my request electronically or by mail.']
2284161,"Do not owe audit and ADJUSTMENT a penny. Never signed a contact with them, Dont know who they are. They listed a derogatory remark on my bureau and also listed it as medical which is againt HiPAA regulations.",208,"['Do not owe audit and ADJUSTMENT a penny. Never signed a contact with them, Dont know who they are. They listed a derogatory remark on my bureau and also listed it as medical which is againt HiPAA regulations.']"
2274051,I have debt for a company regarding services I have never received. The company claims I had medical services in Arizona in which I have not had any medical services.,166,['I have debt for a company regarding services I have never received. The company claims I had medical services in Arizona in which I have not had any medical services.']
